Store,Dept,Date,Weekly_Pred
1.0,32.0,2012-01-20,4195.353446413646
1.0,32.0,2012-01-27,5684.352843183558
1.0,32.0,2012-02-03,9091.68002183619
1.0,32.0,2012-02-10,13930.059440591722
1.0,32.0,2012-02-17,20470.584294676897
1.0,32.0,2012-02-24,7438.39168920205
1.0,33.0,2012-01-06,2686.1333010320086
1.0,33.0,2012-01-13,2963.644631311763
1.0,33.0,2012-01-20,2320.6096967856865
1.0,33.0,2012-01-27,3012.4449125803076
1.0,33.0,2012-02-03,6406.3235439094715
1.0,33.0,2012-02-10,5869.300481902668
1.0,33.0,2012-02-17,5755.504313970916
1.0,33.0,2012-02-24,4512.7137093215715
1.0,34.0,2012-01-06,7883.235279477667
1.0,34.0,2012-01-13,7797.524444597308
1.0,34.0,2012-01-20,7235.722321224399
1.0,34.0,2012-01-27,7031.813884102274
1.0,34.0,2012-02-03,11442.497030640487
1.0,34.0,2012-02-10,11674.911593863042
1.0,34.0,2012-02-17,12116.223508906784
1.0,34.0,2012-02-24,11419.913654392585
1.0,35.0,2012-01-06,1974.9333685482525
1.0,35.0,2012-01-13,1886.9592732686033
1.0,35.0,2012-01-20,1837.7029451114176
1.0,35.0,2012-01-27,2034.7994091227338
1.0,35.0,2012-02-03,2575.0579749187273
1.0,35.0,2012-02-10,2521.211032957759
1.0,35.0,2012-02-17,2744.5211855459675
1.0,35.0,2012-02-24,2591.011281133764
1.0,36.0,2012-01-06,770.3038838888169
1.0,36.0,2012-01-13,1094.0108467717291
1.0,36.0,2012-01-20,671.691622840639
1.0,36.0,2012-01-27,442.9526839371192
1.0,36.0,2012-02-03,990.4312462534144
1.0,36.0,2012-02-10,415.3081725816919
1.0,36.0,2012-02-17,381.42903912217116
1.0,36.0,2012-02-24,609.6424290161485
1.0,37.0,2012-01-06,2408.1647303581994
1.0,37.0,2012-01-13,2123.9325007618754
1.0,37.0,2012-01-20,2365.1574031003984
1.0,37.0,2012-01-27,2642.448220368009
1.0,37.0,2012-02-03,3301.8617015593627
1.0,37.0,2012-02-10,3306.7553773101827
1.0,37.0,2012-02-17,3544.827061366581
1.0,37.0,2012-02-24,2813.001909064187
1.0,38.0,2012-01-06,70758.54113035277
1.0,38.0,2012-01-13,69054.30954515934
1.0,38.0,2012-01-20,71692.10650326684
1.0,38.0,2012-01-27,60420.25530337542
1.0,38.0,2012-02-03,87520.25847046822
1.0,38.0,2012-02-10,65658.64512066916
1.0,38.0,2012-02-17,72418.38996037096
1.0,38.0,2012-02-24,61729.14605258033
1.0,40.0,2012-01-06,63937.61094986531
1.0,40.0,2012-01-13,59533.99162090686
1.0,40.0,2012-01-20,60253.81934307027
1.0,40.0,2012-01-27,59750.57699563727
1.0,40.0,2012-02-03,65305.88352528075
1.0,40.0,2012-02-10,62356.97003510152
1.0,40.0,2012-02-17,64133.435423919465
1.0,40.0,2012-02-24,62237.53956925892
1.0,41.0,2012-01-06,704.3169966936694
1.0,41.0,2012-01-13,626.8132407182711
1.0,41.0,2012-01-20,641.3339953264222
1.0,41.0,2012-01-27,801.9943660929566
1.0,41.0,2012-02-03,787.7308684502495
1.0,41.0,2012-02-10,834.478454695316
1.0,41.0,2012-02-17,766.9128558118828
1.0,41.0,2012-02-24,687.9477619148092
1.0,42.0,2012-01-06,7086.193139587005
1.0,42.0,2012-01-13,6774.1412401127745
1.0,42.0,2012-01-20,6783.012456104334
1.0,42.0,2012-01-27,7053.256266202836
1.0,42.0,2012-02-03,7321.946383011178
1.0,42.0,2012-02-10,7398.915692921262
1.0,42.0,2012-02-17,8678.729057120916
1.0,42.0,2012-02-24,8312.49243328144
1.0,44.0,2012-01-06,3668.927733518067
1.0,44.0,2012-01-13,3666.2265443020733
1.0,44.0,2012-01-20,3952.4852831192547
1.0,44.0,2012-01-27,4135.846853373223
1.0,44.0,2012-02-03,5010.250279754284
1.0,44.0,2012-02-10,5604.115929449443
1.0,44.0,2012-02-17,5131.999508328736
1.0,44.0,2012-02-24,4556.23550573492
1.0,45.0,2012-01-06,3.7224553666183056
1.0,45.0,2012-01-13,27.99339679703553
1.0,45.0,2012-01-20,7.950290280701665
1.0,45.0,2012-02-10,8.773717929485429
1.0,46.0,2012-01-06,17758.70280063874
1.0,46.0,2012-01-13,16040.961189938942
1.0,46.0,2012-01-20,17505.818167068064
1.0,46.0,2012-01-27,17716.21493631578
1.0,46.0,2012-02-03,19939.022244055755
1.0,46.0,2012-02-10,20574.181349803694
1.0,46.0,2012-02-17,23332.980376526248
1.0,46.0,2012-02-24,20092.034600816667
1.0,47.0,2012-02-17,0.0
1.0,48.0,2012-01-06,657.556165495771
1.0,48.0,2012-01-20,697.9233598163119
1.0,48.0,2012-01-27,552.7569368459517
1.0,48.0,2012-02-03,1095.9450389303965
1.0,48.0,2012-02-10,1154.0097485455917
1.0,48.0,2012-02-17,1187.972206524224
1.0,48.0,2012-02-24,885.2658760769991
1.0,49.0,2012-01-06,10937.018725513888
1.0,49.0,2012-01-13,12236.252501388313
1.0,49.0,2012-01-20,10510.232720223896
1.0,49.0,2012-01-27,12731.330630728335
1.0,49.0,2012-02-03,11624.255869835615
1.0,49.0,2012-02-10,14002.597649034724
1.0,49.0,2012-02-17,15830.027690309682
1.0,49.0,2012-02-24,15457.447757471673
1.0,52.0,2012-01-06,1552.0028457476292
1.0,52.0,2012-01-13,1453.0251565140206
1.0,52.0,2012-01-20,1347.993590956903
1.0,52.0,2012-01-27,1448.4500195593573
1.0,52.0,2012-02-03,2079.125994736911
1.0,52.0,2012-02-10,1910.8035036572255
1.0,52.0,2012-02-17,2644.7634346999694
1.0,52.0,2012-02-24,2398.034547073068
1.0,54.0,2012-01-06,0.0
1.0,54.0,2012-01-13,0.0
1.0,54.0,2012-01-20,0.0
1.0,54.0,2012-02-03,0.0
1.0,54.0,2012-02-10,0.0
1.0,54.0,2012-02-17,94.90132623940008
1.0,54.0,2012-02-24,0.0
1.0,55.0,2012-01-06,12230.080243036151
1.0,55.0,2012-01-13,10520.37200968503
1.0,55.0,2012-01-20,10160.020093643805
1.0,55.0,2012-01-27,10662.769598257728
1.0,55.0,2012-02-03,16474.314158995636
1.0,55.0,2012-02-10,16437.511157329893
1.0,55.0,2012-02-17,18382.423057456035
1.0,55.0,2012-02-24,14874.301353537012
1.0,56.0,2012-01-06,877.1492170112324
1.0,56.0,2012-01-13,715.083359659533
1.0,56.0,2012-01-20,1115.614730197587
1.0,56.0,2012-01-27,1338.9737324865418
1.0,56.0,2012-02-03,1932.1239110241295
1.0,56.0,2012-02-10,2355.2889262964018
1.0,56.0,2012-02-17,4720.629823713214
1.0,56.0,2012-02-24,4567.181285098952
1.0,58.0,2012-01-06,2149.3943285793066
1.0,58.0,2012-01-13,2161.1451510700863
1.0,58.0,2012-01-20,1359.4582638076972
1.0,58.0,2012-01-27,1225.6549304865766
1.0,58.0,2012-02-03,2549.9939277025405
1.0,58.0,2012-02-10,2068.500193284126
1.0,58.0,2012-02-17,2020.9254900373053
1.0,58.0,2012-02-24,1974.722866801545
1.0,59.0,2012-01-06,226.01750524854288
1.0,59.0,2012-01-13,0.0
1.0,59.0,2012-01-20,0.0
1.0,59.0,2012-01-27,0.0
1.0,59.0,2012-02-03,0.0
1.0,59.0,2012-02-10,0.0
1.0,59.0,2012-02-17,0.0
1.0,59.0,2012-02-24,0.0
1.0,60.0,2012-01-06,1114.1355256111929
1.0,60.0,2012-01-13,980.6134665920181
1.0,60.0,2012-01-20,1023.8074908104536
1.0,60.0,2012-01-27,1010.0165562475304
1.0,60.0,2012-02-03,1272.3066084029488
1.0,60.0,2012-02-10,1222.4608276332874
1.0,60.0,2012-02-17,1038.302784269341
1.0,60.0,2012-02-24,868.2157816240142
1.0,67.0,2012-01-06,3426.6045389382634
1.0,67.0,2012-01-13,3891.0101837494876
1.0,67.0,2012-01-20,4589.81788276718
1.0,67.0,2012-01-27,4967.655500399647
1.0,67.0,2012-02-03,6683.41635718639
1.0,67.0,2012-02-10,14250.633274606662
1.0,67.0,2012-02-17,16211.422680562595
1.0,67.0,2012-02-24,4996.423263587523
1.0,71.0,2012-01-06,2358.9349791919813
1.0,71.0,2012-01-13,2424.1210827825125
1.0,71.0,2012-01-20,2324.5236084058415
1.0,71.0,2012-01-27,2118.8372755604796
1.0,71.0,2012-02-03,4617.31224071153
1.0,71.0,2012-02-10,4554.210687551182
1.0,71.0,2012-02-17,4412.813140626007
1.0,71.0,2012-02-24,3900.1209472934133
1.0,72.0,2012-01-06,43708.91232774849
1.0,72.0,2012-01-13,35102.81779520074
1.0,72.0,2012-01-20,39669.44083250733
1.0,72.0,2012-01-27,43757.635597720975
1.0,72.0,2012-02-03,74967.48570213793
1.0,72.0,2012-02-10,72218.070827686
1.0,72.0,2012-02-17,71384.9243255835
1.0,72.0,2012-02-24,57550.06714270008
1.0,74.0,2012-01-06,13339.09017197485
1.0,74.0,2012-01-13,10507.757161531597
1.0,74.0,2012-01-20,10425.86110344273
1.0,74.0,2012-01-27,9361.329500337597
1.0,74.0,2012-02-03,11313.243336650543
1.0,74.0,2012-02-10,10526.062331653433
1.0,74.0,2012-02-17,11878.120895608095
1.0,74.0,2012-02-24,12021.373926614644
1.0,77.0,2012-01-20,0.0
1.0,79.0,2012-01-06,41058.95140766166
1.0,79.0,2012-01-13,30228.198533768533
1.0,79.0,2012-01-20,29913.090929484693
1.0,79.0,2012-01-27,28224.24748561438
1.0,79.0,2012-02-03,46436.51436855644
1.0,79.0,2012-02-10,36540.01844970044
1.0,79.0,2012-02-17,34326.9057519997
1.0,79.0,2012-02-24,33196.687584199244
1.0,80.0,2012-01-06,16509.88160120696
1.0,80.0,2012-01-13,16576.748702705838
1.0,80.0,2012-01-20,16353.71414531814
1.0,80.0,2012-01-27,16340.856115151662
1.0,80.0,2012-02-03,17927.43478190247
1.0,80.0,2012-02-10,20283.653673169203
1.0,80.0,2012-02-17,18199.25524952449
1.0,80.0,2012-02-24,17745.222537691705
1.0,81.0,2012-01-06,28121.154646497103
1.0,81.0,2012-01-13,30053.370854001783
1.0,81.0,2012-01-20,29078.487651428673
1.0,81.0,2012-01-27,27647.414139174856
1.0,81.0,2012-02-03,31155.516123648616
1.0,81.0,2012-02-10,30461.019488258346
1.0,81.0,2012-02-17,28107.881358603947
1.0,81.0,2012-02-24,27721.948513559706
1.0,82.0,2012-01-06,20789.18206399167
1.0,82.0,2012-01-13,19323.414759323932
1.0,82.0,2012-01-20,19367.17412403389
1.0,82.0,2012-01-27,20148.064792545745
1.0,82.0,2012-02-03,23102.33333997638
1.0,82.0,2012-02-10,24124.699639545288
1.0,82.0,2012-02-17,23981.406029388774
1.0,82.0,2012-02-24,21594.572566631716
1.0,83.0,2012-01-06,6887.700672734136
1.0,83.0,2012-01-13,6950.241489876069
1.0,83.0,2012-01-20,6335.251384804309
1.0,83.0,2012-01-27,5238.90225698585
1.0,83.0,2012-02-03,5948.209850120205
1.0,83.0,2012-02-10,7477.58650036528
1.0,83.0,2012-02-17,8030.49118482889
1.0,83.0,2012-02-24,6251.911299551059
1.0,85.0,2012-01-06,3081.4533811074216
1.0,85.0,2012-01-13,2712.307218558388
1.0,85.0,2012-01-20,2899.500984261511
1.0,85.0,2012-01-27,2366.033540890552
1.0,85.0,2012-02-03,2357.740358164767
1.0,85.0,2012-02-10,2993.9671861846
1.0,85.0,2012-02-17,3108.104405840859
1.0,85.0,2012-02-24,2723.4223584590945
1.0,87.0,2012-01-06,61825.67337387055
1.0,87.0,2012-01-13,50741.911460299045
1.0,87.0,2012-01-20,50730.78722954914
1.0,87.0,2012-01-27,61249.34413731098
1.0,87.0,2012-02-03,70954.22158758342
1.0,87.0,2012-02-10,67575.97943698615
1.0,87.0,2012-02-17,65415.622483793646
1.0,87.0,2012-02-24,61062.19635954872
1.0,90.0,2012-01-06,89264.58595135808
1.0,90.0,2012-01-13,90668.3086713031
1.0,90.0,2012-01-20,88203.74414114654
1.0,90.0,2012-01-27,81794.76258649305
1.0,90.0,2012-02-03,96812.27856464684
1.0,90.0,2012-02-10,96239.56857528165
1.0,90.0,2012-02-17,90194.94476371258
1.0,90.0,2012-02-24,87087.5214789547
1.0,91.0,2012-01-06,71116.01787577663
1.0,91.0,2012-01-13,72709.18010471482
1.0,91.0,2012-01-20,66781.23674989026
1.0,91.0,2012-01-27,59805.46903242916
1.0,91.0,2012-02-03,70425.73972798418
1.0,91.0,2012-02-10,74613.19367850386
1.0,91.0,2012-02-17,67227.3868509084
1.0,91.0,2012-02-24,62767.634720187634
1.0,92.0,2012-01-06,144824.00446526334
1.0,92.0,2012-01-13,152854.9152793307
1.0,92.0,2012-01-20,139713.9884990789
1.0,92.0,2012-01-27,125982.37740003876
1.0,92.0,2012-02-03,155593.3518912755
1.0,92.0,2012-02-10,160575.22321985103
1.0,92.0,2012-02-17,144350.09037329815
1.0,92.0,2012-02-24,132675.41143397056
1.0,93.0,2012-01-06,80236.96125029027
1.0,93.0,2012-01-13,85227.10829024576
1.0,93.0,2012-01-20,73107.26385598257
1.0,93.0,2012-01-27,65380.16141990945
1.0,93.0,2012-02-03,82260.88067371584
1.0,93.0,2012-02-10,85157.90061276406
1.0,93.0,2012-02-17,76934.11895867996
1.0,93.0,2012-02-24,69447.85994575918
1.0,94.0,2012-01-06,60493.19556009583
1.0,94.0,2012-01-13,63138.10203079507
1.0,94.0,2012-01-20,62408.62827285007
1.0,94.0,2012-01-27,60315.15349510126
1.0,94.0,2012-02-03,65824.3734039478
1.0,94.0,2012-02-10,70831.70224108547
1.0,94.0,2012-02-17,84506.89896010235
1.0,94.0,2012-02-24,64771.43336574361
1.0,95.0,2012-01-06,112519.74629405886
1.0,95.0,2012-01-13,118932.1083034277
1.0,95.0,2012-01-20,115548.41683071852
1.0,95.0,2012-01-27,108523.98384417407
1.0,95.0,2012-02-03,124811.39415851049
1.0,95.0,2012-02-10,126349.01857186668
1.0,95.0,2012-02-17,118562.83970750868
1.0,95.0,2012-02-24,114248.64446943253
1.0,96.0,2012-01-06,37263.46816089749
1.0,96.0,2012-01-13,37581.60106442869
1.0,96.0,2012-01-20,41160.61326268315
1.0,96.0,2012-01-27,44662.292365670204
1.0,96.0,2012-02-03,41031.400938123465
1.0,96.0,2012-02-10,41183.67225224525
1.0,96.0,2012-02-17,40626.19914700836
1.0,96.0,2012-02-24,41657.54936170578
1.0,97.0,2012-01-06,38468.11629097443
1.0,97.0,2012-01-13,39560.38055642508
1.0,97.0,2012-01-20,35554.025540687144
1.0,97.0,2012-01-27,32167.245260575786
1.0,97.0,2012-02-03,38981.37189223617
1.0,97.0,2012-02-10,40167.441231752746
1.0,97.0,2012-02-17,36053.61769255623
1.0,97.0,2012-02-24,32975.54899399169
1.0,98.0,2012-01-06,9689.298203809885
1.0,98.0,2012-01-13,11116.779271084582
1.0,98.0,2012-01-20,10797.479928595829
1.0,98.0,2012-01-27,10607.150962416548
1.0,98.0,2012-02-03,12063.611406782875
1.0,98.0,2012-02-10,17119.215778273996
1.0,98.0,2012-02-17,14057.264837129856
1.0,98.0,2012-02-24,11494.69717982423
1.0,99.0,2012-02-03,1.5758127833906883
1.0,99.0,2012-02-10,1.5758127978646712
1.0,99.0,2012-02-17,1.3106537016342372
1.0,99.0,2012-02-24,396.6123523608972
2.0,1.0,2012-01-06,17529.866445014253
2.0,1.0,2012-01-13,19772.07894962281
2.0,1.0,2012-01-20,20614.540885441005
2.0,1.0,2012-01-27,21714.490050558
2.0,1.0,2012-02-03,28400.604086251464
2.0,1.0,2012-02-10,53483.26856292458
2.0,1.0,2012-02-17,56286.78803170053
2.0,1.0,2012-02-24,21272.45665380312
2.0,2.0,2012-01-06,57294.26855707681
2.0,2.0,2012-01-13,56436.17159320554
2.0,2.0,2012-01-20,59069.72759676166
2.0,2.0,2012-01-27,56042.48173731752
2.0,2.0,2012-02-03,65445.63789966749
2.0,2.0,2012-02-10,63177.913170660846
2.0,2.0,2012-02-17,65735.44219181547
2.0,2.0,2012-02-24,63316.13566240715
2.0,3.0,2012-01-06,16400.34399019205
2.0,3.0,2012-01-13,15571.43512814003
2.0,3.0,2012-01-20,17480.989855171065
2.0,3.0,2012-01-27,14646.967134317034
2.0,3.0,2012-02-03,14715.003672117135
2.0,3.0,2012-02-10,14117.149143996648
2.0,3.0,2012-02-17,13698.577260984923
2.0,3.0,2012-02-24,13492.645368759753
2.0,4.0,2012-01-06,44761.00604241295
2.0,4.0,2012-01-13,43133.66456713714
2.0,4.0,2012-01-20,43167.4571626042
2.0,4.0,2012-01-27,40670.67839561403
2.0,4.0,2012-02-03,45619.33243634645
